settlement,oblast,raion,lat,lon,month,weapon_class,jet_count,mentions
Болград,Одеська,Болградський,45.6779137,28.6132404,2026-07,drone,0,1
Борзна,Чернігівська,Ніжинський,51.2534475,32.4263156,2026-07,drone,0,2
Бориспіль,Київська,Бориспільський,50.3512101,30.95077,2026-07,cruise,0,1
Бориспіль,Київська,Бориспільський,50.3512101,30.95077,2026-07,drone,2,2
Бородіно,Одеська,Болградський,46.3023788,29.2422721,2026-07,drone,0,1
Боярка,Київська,Фастівський,50.3356709,30.2847595,2026-07,drone,1,1
Бровари,Київська,Броварський,50.5111168,30.7900482,2026-07,drone,1,3
Бровки,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-07,drone,1,1
Буринь,Сумська,Конотопський,51.1960431,33.8288042,2026-07,drone,0,1
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2026-07,drone,0,3
Білопілля,Сумська,Сумський,51.1460449,34.3121992,2026-07,drone,1,3
Біляївка,Одеська,Одеський,46.4826109,30.2014161,2026-07,drone,0,2
Валки,Харківська,Богодухівський,49.8305999,35.6088208,2026-07,,0,1
Валки,Харківська,Богодухівський,49.8305999,35.6088208,2026-07,drone,2,2
Васильківка,Дніпропетровська,Синельниківський,48.21041,36.03035,2026-07,drone,0,1
Велика Багачка,Полтавська,Миргородський,49.7852778,33.7213889,2026-07,drone,1,2
Велика Лепетиха,Херсонська,Каховський,47.178599,33.9428266,2026-07,drone,0,1
Велика Писарівка,Сумська,Охтирський,50.4253238,35.4838569,2026-07,drone,0,1
Веселівка,Вінницька,Вінницький,49.4848166,29.2579157,2026-07,drone,0,1
Визирка,Одеська,Одеський,46.696785,30.997566,2026-07,drone,1,1
Вилкове,Одеська,Ізмаїльський,45.40306,29.58309,2026-07,drone,2,8
Вишгород,Київська,Вишгородський,50.5824332,30.485121,2026-07,drone,0,4
Вишневе,Дніпропетровська,Кам’янський,48.4379101,33.9165294,2026-07,,0,1
Вишневе,Чернігівська,Ніжинський,50.7415033,31.3860852,2026-07,drone,1,1
Вознесенськ,Миколаївська,Вознесенський,47.5679582,31.3338636,2026-07,drone,0,1
Ворожба,Сумська,Сумський,51.1722411,34.2245008,2026-07,drone,1,4
Вільне,Харківська,Ізюмський,49.4521336,36.8397826,2026-07,drone,1,1
Вільний Яр,Миколаївська,Вознесенський,47.6895064,31.2785396,2026-07,drone,0,1
Вільногірськ,Дніпропетровська,Кам’янський,48.49365,34.02328,2026-07,drone,1,2
Вільнянськ,Запорізька,Запорізький,47.9433,35.43159,2026-07,drone,0,3
Вільнянськ,Запорізька,Запорізький,47.9433,35.43159,2026-07,kab,1,1
Вільшани,Харківська,Харківський,49.984881,36.0681717,2026-07,drone,0,3
Гадяч,Полтавська,Миргородський,50.3701299,33.9950534,2026-07,drone,1,2
Глухів,Сумська,Шосткинський,51.67831,33.9093,2026-07,drone,0,5
Городня,Чернігівська,Прилуцький,50.8623444,32.3910144,2026-07,drone,2,2
Горішні Плавні,Полтавська,Кременчуцький,49.0140647,33.6330875,2026-07,drone,0,1
Грибівка,Одеська,Одеський,46.2250393,30.531351,2026-07,drone,1,1
Грушівка,Дніпропетровська,Кам’янський,48.3747353,34.4569858,2026-07,drone,0,1
Гути,Сумська,Конотопський,51.252941,33.124119,2026-07,drone,1,1
Дачне,Дніпропетровська,Криворізький,47.89455,33.941921,2026-07,,0,1
Дашів,Вінницька,Вінницький,49.1136358,29.2024356,2026-07,drone,1,1
Дергачі,Харківська,Харківський,50.107307,36.1205965,2026-07,drone,0,2
Десна,Чернігівська,Чернігівський,50.9247792,30.7729799,2026-07,drone,1,1
Джурин,Вінницька,Жмеринський,48.681271,28.292053,2026-07,drone,1,1
Диканька,Полтавська,Полтавський,49.8227778,34.5386111,2026-07,drone,1,1
Дмитрівка,Миколаївська,Миколаївський,46.8544054,31.3874915,2026-07,drone,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2026-07,,0,1
Дніпро,Дніпропетровська,Дніпровський,48.4680221,35.0417711,2026-07,drone,14,24
Дніпрорудне,Запорізька,Василівський,47.3899205,35.0028481,2026-07,drone,0,1
Добровілля,Дніпропетровська,Синельниківський,48.238911,36.217121,2026-07,drone,0,1
Доманівка,Київська,Вишгородський,50.93301,29.9042867,2026-07,drone,0,1
Драбів,Черкаська,Золотоніський,49.9615236,32.1520869,2026-07,drone,0,1
Житомир,Житомирська,Житомирський,50.2598298,28.6692345,2026-07,drone,5,7
Запоріжжя,Дніпропетровська,Синельниківський,48.389278,36.315651,2026-07,drone,2,3
Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,2026-07,drone,6,52
Запоріжжя,Запорізька,Запорізький,47.8507859,35.1182867,2026-07,kab,0,3
Запорізьке,Дніпропетровська,Криворізький,48.0482032,33.8668627,2026-07,drone,0,1
Затока,Одеська,Білгород-Дністровський,46.1458339,30.5255473,2026-07,,0,1
Затока,Одеська,Білгород-Дністровський,46.1458339,30.5255473,2026-07,drone,0,5
Затоки,Вінницька,Жмеринський,49.077621,27.6813781,2026-07,ballistic,0,1
Затоки,Вінницька,Жмеринський,49.077621,27.6813781,2026-07,drone,0,1
Звенигородка,Миколаївська,Вознесенський,47.356307,31.2367979,2026-07,drone,0,1
Згурівка,Київська,Броварський,50.4950666,31.7691817,2026-07,drone,0,1
Златопіль,Дніпропетровська,Криворізький,47.9559565,33.525732,2026-07,drone,0,1
Зміїв,Харківська,Чугуївський,49.6815177,36.354776,2026-07,drone,1,1
Золотоноша,Черкаська,Золотоніський,49.6689719,32.0427439,2026-07,drone,0,1
Золочів,Харківська,Богодухівський,50.2790531,35.9824347,2026-07,drone,1,1
Зіньків,Полтавська,Полтавський,50.21026,34.35768,2026-07,drone,1,3
Кам'янське,Дніпропетровська,Нікопольський,47.62161,34.52453,2026-07,drone,3,5
Кам'янське,Запорізька,Василівський,47.4431859,35.2803026,2026-07,drone,1,2
Канів,Черкаська,Черкаський,49.7551031,31.4610802,2026-07,drone,0,1
Кириківка,Сумська,Охтирський,50.337784,35.143055,2026-07,drone,2,3
Киричкове,Дніпропетровська,Синельниківський,47.9808528,36.2333808,2026-07,drone,1,1
Київ,м. Київ,,50.4501,30.5234,2026-07,,0,1
Київ,м. Київ,,50.4501,30.5234,2026-07,ballistic,0,3
Київ,м. Київ,,50.4501,30.5234,2026-07,drone,26,34
Кобеляки,Полтавська,Полтавський,49.1433333,34.2002778,2026-07,drone,2,2
Козелець,Чернігівська,Чернігівський,50.9160647,31.1167509,2026-07,drone,1,1
Козельщина,Полтавська,Полтавський,49.4441667,34.87,2026-07,drone,0,1
Козин,Київська,Обухівський,50.228951,30.647875,2026-07,drone,1,1
Козятин,Вінницька,Хмільницький,49.7195867,28.8354279,2026-07,drone,1,1
Комишуваха,Запорізька,Запорізький,47.7141975,35.5322725,2026-07,drone,0,1
Кононівка,Київська,Білоцерківський,49.7337685,29.6624138,2026-07,drone,0,1
Конотоп,Сумська,Конотопський,51.2397495,33.206675,2026-07,drone,4,10
Конотоп,Чернігівська,Чернігівський,51.8915393,31.595545,2026-07,drone,0,1
Королівка,Київська,Бучанський,50.4639897,29.8068986,2026-07,drone,0,2
Коростень,Житомирська,Коростенський,51.0060511,28.5875505,2026-07,drone,1,2
Коростишів,Житомирська,Житомирський,50.3201518,29.0584885,2026-07,drone,1,1
Корюківка,Чернігівська,Корюківський,51.77444,32.2514,2026-07,drone,0,1
Кошари,Одеська,Одеський,46.6225029,31.0994897,2026-07,drone,0,1
Краснопілля,Дніпропетровська,Новомосковський,49.118382,34.773186,2026-07,drone,0,1
Краснопіль,Одеська,Роздільнянський,47.3253391,29.8933262,2026-07,drone,1,1
Красятичі,Київська,Вишгородський,51.0782874,29.6377868,2026-07,drone,0,2
Кременище,Київська,Обухівський,50.272751,30.522079,2026-07,drone,1,1
Кременчук,Полтавська,Кременчуцький,49.0629553,33.403516,2026-07,drone,1,7
Кременівка,Дніпропетровська,Новомосковський,49.118382,34.773186,2026-07,drone,0,1
Крива Балка,Одеська,Білгород-Дністровський,46.18755,29.86153,2026-07,drone,0,1
Кривенкове,Сумська,Шосткинський,51.7311446,33.8753315,2026-07,drone,0,1
Кривий,Закарпатська,Хустський,48.1764917,23.291166,2026-07,,0,1
Кривий,Закарпатська,Хустський,48.1764917,23.291166,2026-07,drone,5,10
Кривий Ріг,Дніпропетровська,Криворізький,47.9102734,33.3917703,2026-07,drone,8,14
Криворучки,Полтавська,Миргородський,49.8764366,34.0069282,2026-07,drone,1,1
Криворіжжя,Донецька,Покровський,48.4441378,36.9162268,2026-07,drone,1,1
Кривошиї,Вінницька,Хмільницький,49.556175,27.9491205,2026-07,drone,0,1
Кринички,Дніпропетровська,Кам’янський,48.3747353,34.4569858,2026-07,drone,1,1
Кролевець,Сумська,Конотопський,51.5548654,33.3875984,2026-07,drone,2,4
Кропивницький,Кіровоградська,Кропивницький,48.5105805,32.2656283,2026-07,drone,1,3
Кушугум,Запорізька,Запорізький,47.71671,35.20981,2026-07,drone,0,1
Кілія,Одеська,Ізмаїльський,45.4409767,29.2652788,2026-07,drone,0,1
Лебедин,Сумська,Сумський,50.5814148,34.4761301,2026-07,drone,0,1
Лиманка,Одеська,Одеський,46.367195,30.651262,2026-07,drone,1,1
Липова Долина,Сумська,Роменський,50.5637857,33.7990004,2026-07,drone,0,1
Лозова,Харківська,Богодухівський,50.1601711,35.5220539,2026-07,,0,1
Лозова,Харківська,Богодухівський,50.1601711,35.5220539,2026-07,drone,1,5
Лозове,Дніпропетровська,Синельниківський,48.45863,36.42483,2026-07,drone,3,3
Лозівка,Полтавська,Полтавський,49.5897423,34.5507948,2026-07,drone,1,1
Лохвиця,Полтавська,Миргородський,50.3595181,33.2741725,2026-07,drone,0,1
Любеч,Чернігівська,Чернігівський,51.7004629,30.658659,2026-07,drone,2,2
Люботин,Харківська,Харківський,49.9435604,35.9185185,2026-07,,0,1
Макарів,Київська,Бучанський,50.4639897,29.8068986,2026-07,drone,1,1
Макорти,Дніпропетровська,Криворізький,48.103291,33.751369,2026-07,drone,1,1
Макошине,Чернігівська,Корюківський,51.52279,32.21638,2026-07,drone,0,1
Малин,Житомирська,Коростенський,50.7677902,29.2414346,2026-07,drone,0,1
Маяки,Одеська,Одеський,46.413799,30.26836,2026-07,drone,0,1
Мена,Чернігівська,Корюківський,51.52279,32.21638,2026-07,drone,3,7
Мерефа,Харківська,Харківський,49.8183386,36.0628675,2026-07,drone,2,2
Миколаїв,Львівська,Стрийський,49.5253714,23.9788155,2026-07,drone,1,3
Миколаїв,Миколаївська,Миколаївський,46.9758615,31.9939666,2026-07,drone,10,15
Миколаїв,Чернігівська,Ніжинський,50.7415033,31.3860852,2026-07,drone,8,13
Миколаївка,Дніпропетровська,Дніпровський,48.5495226,34.8545508,2026-07,drone,0,1
Миколаївка,Запорізька,Бердянський,47.1404461,36.8029994,2026-07,drone,1,3
Миколаївка,Сумська,Сумський,50.9395138,34.3729195,2026-07,drone,1,3
Миколаївка,Харківська,Красноградський,49.55555,35.748138,2026-07,drone,1,1
Миргород,Полтавська,Миргородський,49.9658333,33.6113889,2026-07,drone,1,5
Недригайлів,Сумська,Роменський,50.8358991,33.8782826,2026-07,drone,0,1
Новгород-Сіверський,Чернігівська,Новгород-Сіверський,52.004259,33.2779899,2026-07,drone,0,2
Новомосковськ,Дніпропетровська,Новомосковський,48.6358512,35.2595541,2026-07,drone,2,2
Новопетрівка,Сумська,Сумський,50.5814148,34.4761301,2026-07,drone,0,1
Новопокровка,Харківська,Чугуївський,49.8377053,36.5549759,2026-07,drone,1,2
Новоукраїнка,Кіровоградська,Новоукраїнський,48.3250616,31.522047,2026-07,drone,0,1
Ніжиловичі,Київська,Бучанський,50.4639897,29.8068986,2026-07,drone,0,1
Ніжин,Чернігівська,Ніжинський,51.0464747,31.8806289,2026-07,drone,7,9
Нікополь,Дніпропетровська,Нікопольський,47.5692061,34.3917272,2026-07,drone,0,1
Овруч,Житомирська,Коростенський,51.3259771,28.8026718,2026-07,drone,0,1
Овідіополь,Одеська,Одеський,46.2473734,30.4448614,2026-07,drone,1,2
Одеса,Одеська,Одеський,46.4843023,30.7322878,2026-07,,0,10
Одеса,Одеська,Одеський,46.4843023,30.7322878,2026-07,ballistic,0,1
Одеса,Одеська,Одеський,46.4843023,30.7322878,2026-07,drone,13,29
Одеса,Одеська,Одеський,46.4843023,30.7322878,2026-07,missile_alert,2,2
Олександрівка,Вінницька,Вінницький,49.2296415,29.0642148,2026-07,drone,0,1
Олександрія,Кіровоградська,Олександрійський,48.670609,33.1169742,2026-07,drone,0,1
Оржиця,Полтавська,Лубенський,49.7875449,32.6997311,2026-07,drone,0,1
Острів,Чернігівська,Ніжинський,51.1801374,32.8165107,2026-07,drone,1,1
Охтирка,Сумська,Охтирський,50.3115386,34.8868923,2026-07,drone,1,5
Охтирка,Сумська,Охтирський,50.3115386,34.8868923,2026-07,guided_air,0,1
Очаків,Миколаївська,Миколаївський,46.6145957,31.5452994,2026-07,drone,0,3
П'ятихатки,Дніпропетровська,Павлоградський,48.74599,36.01833,2026-07,,0,1
П'ятихатки,Дніпропетровська,Павлоградський,48.74599,36.01833,2026-07,drone,2,2
Павлоград,Дніпропетровська,Павлоградський,48.5316759,35.8703695,2026-07,drone,3,8
Павлівка,Вінницька,Хмільницький,49.4583688,28.5262638,2026-07,drone,1,1
Парафіївка,Чернігівська,Прилуцький,50.8840075,32.6447189,2026-07,drone,0,1
Переяслав,Київська,Бориспільський,50.0643984,31.4447327,2026-07,drone,0,1
Петрове,Кіровоградська,Кропивницький,48.7199609,32.6659476,2026-07,drone,0,1
Петропавлівка,Дніпропетровська,Криворізький,47.89455,33.941921,2026-07,drone,0,4
Печеніги,Харківська,Чугуївський,49.865444,36.9391629,2026-07,drone,0,1
Пирятин,Полтавська,Лубенський,50.2361111,32.5011111,2026-07,drone,2,3
Полтава,Полтавська,Полтавський,49.5897423,34.5507948,2026-07,drone,0,3
Полтава,Харківська,Куп’янський,49.6949729,37.1753112,2026-07,drone,3,9
Полтавка,Миколаївська,Баштанський,47.5752739,32.6213011,2026-07,drone,0,1
Пономаренки,Сумська,Охтирський,50.4253238,35.4838569,2026-07,drone,0,1
Понорниця,Чернігівська,Новгород-Сіверський,51.720539,32.843971,2026-07,drone,1,2
Прилуки,Чернігівська,Прилуцький,50.5950864,32.3866658,2026-07,drone,1,5
Прудище,Сумська,Шосткинський,51.9481126,33.778454,2026-07,drone,0,1
Путивль,Сумська,Конотопський,51.3359821,33.8715451,2026-07,drone,0,3
Путиловичі,Житомирська,Коростенський,51.07853,28.3976,2026-07,drone,0,1
Південне,Дніпропетровська,Нікопольський,47.748482,34.380531,2026-07,,0,1
Південне,Донецька,Бахмутський,48.3970469,37.8501378,2026-07,drone,2,2
Південне,Одеська,Білгород-Дністровський,46.337597,29.986652,2026-07,drone,2,4
Південне,Харківська,Харківський,49.984881,36.0681717,2026-07,,0,2
Південне,Харківська,Харківський,49.984881,36.0681717,2026-07,drone,2,4
Решетилівка,Полтавська,Полтавський,49.5586111,34.0791667,2026-07,drone,0,1
Ржищів,Київська,Обухівський,49.96822,31.04118,2026-07,drone,1,3
Ромни,Сумська,Роменський,50.74207,33.4877,2026-07,drone,1,2
Савинці,Харківська,Ізюмський,49.39625,37.05036,2026-07,drone,0,1
Сарата,Одеська,Білгород-Дністровський,46.0220664,29.6648751,2026-07,drone,0,2
Сахни,Сумська,Конотопський,51.30048,33.429016,2026-07,drone,0,1
Семенівка,Чернігівська,Новгород-Сіверський,52.17853,32.57755,2026-07,drone,0,1
Сергіївка,Житомирська,Новоград-Волинський,50.872091,27.8047443,2026-07,drone,0,1
Сергіївка,Запорізька,Запорізький,47.951923,35.253956,2026-07,drone,0,1
Сергіївка,Одеська,Білгород-Дністровський,46.02756,30.37273,2026-07,drone,0,1
Синельникове,Дніпропетровська,Синельниківський,48.3269304,35.5246984,2026-07,drone,2,11
Синельникове,Дніпропетровська,Синельниківський,48.3269304,35.5246984,2026-07,guided_air,1,1
Слава,Чернігівська,Корюківський,51.8187527,31.9448953,2026-07,drone,5,9
Славутич,Київська,Вишгородський,51.5201397,30.7562301,2026-07,drone,0,1
Слобожанське,Харківська,Харківський,50.203121,36.422314,2026-07,drone,1,2
Сновськ,Чернігівська,Корюківський,51.8187527,31.9448953,2026-07,drone,3,6
Снігурівка,Миколаївська,Баштанський,47.070721,32.7924643,2026-07,drone,1,3
Соборне,Сумська,Охтирський,50.379852,34.584534,2026-07,drone,0,1
Соснова,Київська,Бориспільський,50.2026673,31.6137276,2026-07,drone,0,1
Соснівка,Полтавська,Миргородський,50.20203,34.0387209,2026-07,drone,0,1
Соснівка,Сумська,Роменський,50.809021,33.767509,2026-07,drone,1,1
Софіївка,Дніпропетровська,Криворізький,48.0482032,33.8668627,2026-07,drone,4,5
Старий Салтів,Харківська,Чугуївський,50.0760423,36.7936724,2026-07,drone,2,3
Старозаводське,Дніпропетровська,Нікопольський,47.546421,34.15443,2026-07,drone,1,1
Старонове,Сумська,Сумський,50.5814148,34.4761301,2026-07,drone,0,1
Старосілля,Одеська,Білгород-Дністровський,46.340572,29.566586,2026-07,drone,1,1
Степанівка,Сумська,Конотопський,51.1960431,33.8288042,2026-07,drone,0,3
Суми,Сумська,Сумський,50.9119775,34.8027723,2026-07,drone,6,76
Суми,Сумська,Сумський,50.9119775,34.8027723,2026-07,guided_air,0,1
Сумці,Харківська,Лозівський,49.394455,36.284039,2026-07,drone,0,2
Татарбунари,Одеська,Білгород-Дністровський,45.8398696,29.6166537,2026-07,drone,1,2
Теплодар,Одеська,Одеський,46.5050729,30.3272329,2026-07,,0,1
Терни,Сумська,Роменський,50.8358991,33.8782826,2026-07,drone,0,1
Тернівщина,Полтавська,Лубенський,50.0118206,33.0030821,2026-07,drone,0,2
Томаківка,Дніпропетровська,Дніпровський,48.18399,34.565262,2026-07,drone,0,1
Українка,Запорізька,Запорізький,47.905201,35.301819,2026-07,drone,0,1
Харкове,Запорізька,Пологівський,47.2557432,35.7021159,2026-07,drone,2,6
Харкове,Запорізька,Пологівський,47.2557432,35.7021159,2026-07,kab,0,1
Харків,Харківська,Харківський,49.9923181,36.2310146,2026-07,drone,13,86
Харківка,Сумська,Шосткинський,51.767231,34.06345,2026-07,drone,0,2
Харківці,Полтавська,Миргородський,50.3701299,33.9950534,2026-07,drone,0,1
Херсон,Херсонська,Херсонський,46.6412644,32.625794,2026-07,drone,1,5
Хмельове,Кіровоградська,Новоукраїнський,48.6014602,31.2957107,2026-07,drone,0,1
Холми,Чернігівська,Корюківський,51.872562,32.595619,2026-07,drone,0,2
Хорол,Сумська,Роменський,50.819687,34.022835,2026-07,drone,1,1
Черкас,Київська,Білоцерківський,49.694134,30.082663,2026-07,drone,0,1
Черкаси,Черкаська,Черкаський,49.4302723,32.0447228243568,2026-07,drone,3,3
Чернече,Одеська,Подільський,47.9363162,29.6225979,2026-07,drone,0,1
Чернече,Полтавська,Миргородський,50.40081,33.7537985,2026-07,drone,0,1
Чернігів,Чернігівська,Чернігівський,51.494099,31.294332,2026-07,drone,10,19
Чорногородка,Київська,Фастівський,50.266571,29.88693,2026-07,drone,1,2
Чорноморськ,Одеська,Одеський,46.3020943,30.653466,2026-07,,0,3
Чорноморськ,Одеська,Одеський,46.3020943,30.653466,2026-07,drone,10,18
Чорноморськ,Одеська,Одеський,46.3020943,30.653466,2026-07,guided_air,0,1
Чорноморське,Одеська,Одеський,46.5849122,30.9334115,2026-07,drone,3,6
Чорнухи,Полтавська,Лубенський,50.2733333,32.9383333,2026-07,drone,0,1
Чугуїв,Харківська,Чугуївський,49.8363648,36.6898157,2026-07,drone,1,2
Чутове,Полтавська,Полтавський,49.7216667,35.1694444,2026-07,drone,0,1
Шалигине,Сумська,Шосткинський,51.575661,34.099838,2026-07,drone,0,1
Шахтарське,Дніпропетровська,Синельниківський,48.4043673,35.275539,2026-07,drone,0,1
Шевченківське,Дніпропетровська,Криворізький,48.0477159,33.4276509,2026-07,drone,1,1
Шостаки,Полтавська,Полтавський,49.5897423,34.5507948,2026-07,drone,0,1
Шостка,Сумська,Шосткинський,51.8643223,33.4728213,2026-07,drone,1,4
Шпола,Черкаська,Звенигородський,49.0132605,31.393139,2026-07,drone,0,1
Яготин,Київська,Бориспільський,50.2758913,31.7634861,2026-07,drone,0,2
Ямпіль,Сумська,Шосткинський,51.9481126,33.778454,2026-07,drone,0,1
Іванків,Житомирська,Житомирський,50.3439043,28.6854007,2026-08,drone,0,1
Іванівка,Одеська,Березівський,46.9824413,30.4628447,2026-08,drone,2,3
Ізмаїл,Одеська,Ізмаїльський,45.3511307,28.8361514,2026-08,drone,4,15
Ізюм,Харківська,Ізюмський,49.1913721,37.2784125,2026-08,drone,0,3
Ірпінь,Київська,Бучанський,50.5206777,30.2448725,2026-08,drone,1,1
Ічня,Чернігівська,Прилуцький,50.8623444,32.3910144,2026-08,drone,3,4
Андрушівка,Житомирська,Бердичівський,50.0301392,29.0222111,2026-08,drone,1,1
Андріївка,Харківська,Богодухівський,50.2790531,35.9824347,2026-08,drone,1,1
Архангельське,Миколаївська,Баштанський,47.4937814,32.2971718,2026-08,drone,0,1
Архангельське,Херсонська,Бериславський,47.4933112,33.528245,2026-08,drone,2,2
Арциз,Одеська,Болградський,45.9962017,29.431517,2026-08,drone,1,3
Балабанка,Одеська,Білгород-Дністровський,45.9442525,29.9743896,2026-08,drone,1,3
Балабине,Запорізька,Запорізький,47.71671,35.20981,2026-08,drone,0,1
Балаклія,Харківська,Ізюмський,49.4521336,36.8397826,2026-08,drone,3,5
Барвінкове,Харківська,Ізюмський,48.9070045,37.0287573,2026-08,drone,2,2
Баришівка,Київська,Броварський,50.3645295,31.3256722,2026-08,drone,1,1
Батурин,Чернігівська,Ніжинський,51.3413087,32.8778317,2026-08,drone,0,1
Бахмач,Чернігівська,Ніжинський,51.1801374,32.8165107,2026-08,drone,3,3
Баштанка,Миколаївська,Баштанський,47.4033486,32.4388921,2026-08,,0,2
Баштанка,Миколаївська,Баштанський,47.4033486,32.4388921,2026-08,drone,2,5
Безлюдівка,Харківська,Харківський,49.87072,36.29848,2026-08,drone,0,1
Березанка,Миколаївська,Миколаївський,46.8544054,31.3874915,2026-08,drone,2,5
Березнегувате,Миколаївська,Баштанський,47.308722,32.8486739,2026-08,drone,3,4
Березівка,Одеська,Подільський,47.9363162,29.6225979,2026-08,drone,1,2
Березівка,Харківська,Харківський,49.9622881,36.1239316,2026-08,loitering,0,1
Близнюки,Харківська,Лозівський,48.85311,36.55186,2026-08,drone,0,2
Бобринець,Кіровоградська,Кропивницький,48.05729,32.15938,2026-08,,0,1
Богодарівка,Дніпропетровська,Синельниківський,47.9808528,36.2333808,2026-08,drone,1,1
Богодарівка,Миколаївська,Вознесенський,47.696378,31.8489152,2026-08,drone,1,1
Богодухів,Харківська,Богодухівський,50.1601711,35.5220539,2026-08,drone,4,5
Боголюбове,Сумська,Охтирський,50.48046,34.96467,2026-08,drone,0,1
Божедарівка,Дніпропетровська,Кам’янський,48.3601,34.11392,2026-08,drone,3,3
Болград,Одеська,Болградський,45.6779137,28.6132404,2026-08,drone,1,2
Борзна,Чернігівська,Ніжинський,51.2534475,32.4263156,2026-08,drone,1,1
Бориспіль,Київська,Бориспільський,50.3512101,30.95077,2026-08,drone,13,13
Борова,Київська,Фастівський,50.0799307,29.9162821,2026-08,drone,2,2
Боромля,Сумська,Охтирський,50.619511,34.967079,2026-08,drone,1,1
Боротьба,Чернігівська,Прилуцький,50.6323917,32.3798861,2026-08,drone,1,1
Борівське,Полтавська,Полтавський,49.898056,34.801388,2026-08,drone,1,1
Боярка,Київська,Фастівський,50.3356709,30.2847595,2026-08,drone,2,2
Бровари,Київська,Броварський,50.5111168,30.7900482,2026-08,drone,27,27
Бурилове,Миколаївська,Первомайський,47.9532217,30.3425878,2026-08,drone,0,2
Буринь,Сумська,Конотопський,51.1960431,33.8288042,2026-08,drone,2,8
Буча,Київська,Бучанський,50.5503127,30.2106925,2026-08,drone,2,2
Білгород-Дністровський,Одеська,Білгород-Дністровський,46.1909823,30.345784,2026-08,drone,3,11
Біле,Харківська,Куп’янський,49.6604248,37.6984775,2026-08,drone,3,3
Білики,Полтавська,Миргородський,49.9658333,33.6113889,2026-08,drone,1,1
Білики,Чернігівська,Чернігівський,50.9508278,30.8782419,2026-08,drone,1,1
Білозерське,Донецька,Покровський,48.53313,37.05791,2026-08,drone,0,1
Білопілля,Вінницька,Хмільницький,49.77356,28.72891,2026-08,drone,3,3
Білопілля,Сумська,Сумський,51.1460449,34.3121992,2026-08,drone,3,5
Біляївка,Одеська,Одеський,46.4826109,30.2014161,2026-08,drone,1,1
Валки,Харківська,Богодухівський,49.8305999,35.6088208,2026-08,drone,2,2
Варва,Чернігівська,Прилуцький,50.4982561,32.7228573,2026-08,drone,1,1
Васильків,Київська,Обухівський,50.17387,30.32158,2026-08,drone,7,7
Васильківка,Дніпропетровська,Синельниківський,48.21041,36.03035,2026-08,drone,2,3
Велика Багачка,Полтавська,Миргородський,49.7852778,33.7213889,2026-08,drone,1,1
Велика Виска,Кіровоградська,Новоукраїнський,48.566271,31.855744,2026-08,drone,1,1
Велика Димерка,Київська,Броварський,50.5913563,30.9016229,2026-08,drone,4,5
Веселинове,Миколаївська,Вознесенський,47.356307,31.2367979,2026-08,drone,1,1
Вилкове,Одеська,Ізмаїльський,45.40306,29.58309,2026-08,drone,6,10
Вишгород,Київська,Вишгородський,50.5824332,30.485121,2026-08,drone,7,7
Вишневе,Дніпропетровська,Криворізький,47.66556,33.1152,2026-08,drone,1,1
Вишневе,Київська,Бучанський,50.3917497,30.3678999,2026-08,drone,2,2
Вознесенськ,Миколаївська,Вознесенський,47.5679582,31.3338636,2026-08,drone,2,3
Вознесенське,Дніпропетровська,Синельниківський,48.2553506,36.7322839,2026-08,drone,1,1
Волиця,Волинська,Володимир-Волинський,50.6282366,24.4638426,2026-08,drone,1,1
Ворожба,Сумська,Сумський,51.1722411,34.2245008,2026-08,drone,1,1
Воскресенське,Миколаївська,Миколаївський,47.0171096,32.1465767,2026-08,drone,1,1
Вільногірськ,Дніпропетровська,Кам’янський,48.49365,34.02328,2026-08,drone,0,1
Вільшанка,Кіровоградська,Голованівський,48.235415,30.8745445,2026-08,drone,1,1
Вінниця,Вінницька,Вінницький,49.2320162,28.467975,2026-08,drone,4,4
Гадяч,Полтавська,Миргородський,50.3701299,33.9950534,2026-08,drone,1,2
Глеваха,Київська,Фастівський,50.259673,30.3059171,2026-08,drone,2,2
Глухів,Сумська,Шосткинський,51.67831,33.9093,2026-08,drone,0,5
Гончарівське,Чернігівська,Чернігівський,51.2990164,30.9276044,2026-08,drone,1,2
Городня,Чернігівська,Прилуцький,50.8623444,32.3910144,2026-08,drone,4,10
Горохівка,Миколаївська,Миколаївський,47.0171096,32.1465767,2026-08,drone,0,1
Гостомель,Київська,Бучанський,50.58826,30.25909,2026-08,drone,6,6
Гребінка,Полтавська,Лубенський,50.1206044,32.4289258,2026-08,drone,0,1
Гути,Харківська,Богодухівський,50.1601711,35.5220539,2026-08,drone,1,2
Дарницьке,Волинська,Володимир-Волинський,50.8622192,24.1505139,2026-08,drone,2,2
Демурине,Дніпропетровська,Синельниківський,48.2553506,36.7322839,2026-08,drone,0,1
Дергачі,Харківська,Харківський,50.107307,36.1205965,2026-08,drone,1,4
Десна,Чернігівська,Чернігівський,50.9247792,30.7729799,2026-08,drone,2,2
Диканька,Полтавська,Полтавський,49.8227778,34.5386111,2026-08,,0,1
Диканька,Полтавська,Полтавський,49.8227778,34.5386111,2026-08,drone,3,4
Димер,Київська,Вишгородський,50.7835487,30.3078042,2026-08,drone,0,1
